year,month,mean_temp_C,mean_tasmax_C,mean_tasmin_C,total_precip_mm
1999.0,1.0,-0.9839872807222036,2.2589131341508732,-4.46822700892335,53086.3809265744
1999.0,2.0,0.20348680146742026,3.56576011334289,-3.4612120992103996,49903.29518032934
1999.0,3.0,4.037709637480589,7.014926198367164,0.7755674464950744,127994.80123104638
1999.0,4.0,9.959749943847669,13.087164462605529,6.702110176197152,114470.84380191764
1999.0,5.0,14.591745926102305,17.54317173398175,11.53907415775791,175215.70841650857
1999.0,6.0,19.515916984700084,22.08668987763025,16.933845081165657,237972.5342215714
1999.0,7.0,22.868993431974445,25.032300204067383,20.748635086172328,335543.6705007052
1999.0,8.0,23.461285997821847,25.770418505440603,21.25715216125559,371570.7670915581
1999.0,9.0,20.85418119980642,23.492563206590773,18.516919604960492,293770.19230725954
1999.0,10.0,13.7652169327082,17.032817698686245,10.796208533668448,138881.71579573755
1999.0,11.0,7.347099172049582,10.442659744088417,4.376870493773765,61858.21677684492
1999.0,12.0,0.6886830691231012,3.889908925615373,-2.689854870768613,52468.3417413749
2000.0,1.0,-2.7001871290597705,0.5203151452053589,-6.306635739798082,103415.61809658416
2000.0,2.0,-2.2223882588110087,1.1689226275628357,-5.728995712390031,38324.26959337923
2000.0,3.0,4.19555196982941,7.3539577211558935,0.9126972428478553,68976.31678851506
2000.0,4.0,9.118673940243355,12.034976289403005,6.022023791767992,86800.94203469067
2000.0,5.0,14.36239795736924,17.225870519851128,11.516144449822946,133206.59090084035
2000.0,6.0,19.726751618649814,22.52582581993778,17.081553764157775,181950.00030771253
2000.0,7.0,23.693509753731234,25.998079874132543,21.49532372417434,243207.91732988454
2000.0,8.0,24.416125907277547,26.580070328874342,22.417319031051875,379830.4717634493
2000.0,9.0,19.346745175889964,22.111214717513178,16.880519541046112,262460.67427198467
2000.0,10.0,13.602802639703214,16.66576130604534,10.7968913647058,82344.85784085358
2000.0,11.0,6.027766545925999,9.236996996534685,2.9298637890290706,99927.97155584405
2000.0,12.0,0.35405156292000584,3.6680546356415675,-3.2619826129463263,56144.48865818624
2001.0,1.0,-4.009382497485774,-0.6634185426168528,-7.693544663201351,113562.80761343593
2001.0,2.0,-1.089053067741304,2.096690335218625,-4.60501103998979,74670.68981364295
2001.0,3.0,3.368492983892338,6.454236859276193,-0.004447882058343566,55433.32173987565
2001.0,4.0,10.288396238288897,13.572807524243274,6.951189048597939,47884.951178068506
2001.0,5.0,15.471905252583554,18.434857481373115,12.653687481363079,105237.70687279518
2001.0,6.0,19.999672888675263,22.461293832591878,17.74399784384599,262421.4984177374
2001.0,7.0,23.775068075425565,25.963134393669407,21.68534789701738,370593.1832502615
2001.0,8.0,24.015865544426333,26.486848027857263,21.61493735071997,158814.3342881191
2001.0,9.0,19.986390768865135,23.07873635645268,17.167885742831174,140962.42269099713
2001.0,10.0,15.188858039988759,18.286821643202472,12.410057749974555,160197.13115090967
2001.0,11.0,7.119006063317272,10.464735670495202,4.094291044896465,53774.22319039628
2001.0,12.0,-0.35224902354309506,2.8291681906480335,-3.3773395992192263,77159.98250609438
2002.0,1.0,-0.36784541591856623,2.735062729301376,-3.9527163464740624,106502.55606408573
2002.0,2.0,1.8846188736826548,5.206546804045445,-1.5065553296917074,26233.78070877023
2002.0,3.0,6.214829054845893,9.262305823981478,3.1207211275594773,93511.27544692621
2002.0,4.0,10.885839155183817,13.821325248500273,7.844874388157848,178991.54780329208
2002.0,5.0,15.295581989236496,18.247378733651033,12.355913091996513,133751.24926915512
2002.0,6.0,19.083691090591174,21.680521131693922,16.524322685452432,145023.86338458414
2002.0,7.0,22.59169538676241,24.612505874975227,20.6890958945404,340223.5084089067
2002.0,8.0,22.786219717770166,24.93771771483506,20.86608027175862,424259.427456123
2002.0,9.0,19.447543969601554,22.50644382485757,16.743581535352064,111414.74415687294
2002.0,10.0,12.382000269904381,15.32399108318657,9.580384329606716,131266.9545254323
2002.0,11.0,3.781711210717276,6.904037294886052,0.3508616718705184,67671.5760160968
2002.0,12.0,0.07042494106008235,3.1154766923747275,-3.075717036923379,91614.43134024367
2003.0,1.0,-2.8578737241014665,0.40650544569598424,-6.432529157912654,77537.70445342374
2003.0,2.0,1.0748716844780688,4.192804861826119,-2.103008713496706,66698.83357108229
2003.0,3.0,4.182605757135605,7.11783855808676,1.1387484878665077,83958.08828469433
2003.0,4.0,10.315236412082754,13.182493169881582,7.49259873268619,191173.72973632513
2003.0,5.0,15.263207878773699,18.280610210197892,12.371634456178299,193339.392696018
2003.0,6.0,19.360711424981844,21.761998537816737,17.082903992949298,240049.02177373783
2003.0,7.0,21.21015499323846,23.211017450443478,19.35351607054406,445696.1682924559
2003.0,8.0,22.60560218518407,24.993094867658044,20.362137708592115,294515.0139086202
2003.0,9.0,19.89191990653012,22.515654441758613,17.48222174872717,221140.94453560666
2003.0,10.0,13.537796587011826,16.675531668421797,10.70198049332754,60806.3728072443
2003.0,11.0,8.092230785813058,10.826966661444658,5.338522914190378,118633.95678522243
2003.0,12.0,1.1671985919637677,4.3120617647968515,-2.045334963305379,54943.08948912019
2004.0,1.0,-1.7330009933185693,1.591327415410035,-5.120517411187791,57064.944902413015
2004.0,2.0,1.270805237534205,4.587082925546667,-2.4460396406081486,84211.49576353095
2004.0,3.0,4.405209547761785,7.4361788400445334,1.2015931629267698,64767.86830652066
2004.0,4.0,10.51903666718323,13.743020580653592,7.261139123490295,118658.71770707346
2004.0,5.0,14.930696378306266,17.56438531138309,12.376017974624858,191198.01531020616
2004.0,6.0,20.065115000708204,22.748747802993876,17.559732788371264,193714.4290522434
2004.0,7.0,23.034145616535,24.931277968779057,21.315226494942067,367158.4864739622
2004.0,8.0,23.493011718855485,25.925741362833435,21.33269922732137,268187.20016446983
2004.0,9.0,20.048173604042574,22.839353871639275,17.55743407114369,291194.72842867335
2004.0,10.0,14.038381392742394,17.65799697246871,10.89011639970738,47617.722522065626
2004.0,11.0,8.860733461310417,11.781585216601854,6.088958567085115,98837.24622352081
2004.0,12.0,1.5440539814479166,4.687520938159537,-1.652803995784609,87484.19421270273
2005.0,1.0,-2.3559446183220984,0.8479472505592298,-5.753221935782165,52906.8958016369
2005.0,2.0,-2.351503630474383,0.7846768220765625,-5.673068756866769,78251.14386578763
2005.0,3.0,2.888717137234039,5.983484123429264,-0.46216363615002365,86814.67940124011
2005.0,4.0,10.280549696332855,13.26835701840804,7.278611182887346,112306.5161578467
2005.0,5.0,13.81884671679353,16.698672665145978,10.918900213403731,144711.2179948163
2005.0,6.0,19.76118450564246,22.09054124897966,17.68411017597225,178049.3632358991
2005.0,7.0,23.10449427687803,25.19102657374475,21.265184564561878,316423.16777451587
2005.0,8.0,23.8445571249012,26.062839787563746,21.91981140944057,288096.13523560704
2005.0,9.0,20.244814182038738,22.97915851095769,17.894267446174638,208496.85111120334
2005.0,10.0,14.143978946121706,17.549267095749713,11.103261858293763,52244.10493468465
2005.0,11.0,8.1312253621237,11.327825970516187,5.232063125970626,65146.925086487914
2005.0,12.0,-2.9348514583159044,0.13105190122024624,-5.961860910263283,69530.45856004179
2006.0,1.0,-1.450899329497929,1.7821995735889118,-4.579613491460009,55388.852830227544
2006.0,2.0,-0.6360353013413942,2.5128400361584795,-4.322848919386047,68623.25315770933
2006.0,3.0,3.8903496833726763,6.834173080709149,0.6961248422672384,47377.14410611957
2006.0,4.0,8.449945565413543,11.200785466584136,5.725621802072624,162483.03302301845
2006.0,5.0,14.430996185257072,17.302448392442102,11.656492299178012,189905.02700535033
2006.0,6.0,18.433519768702922,20.90018319362946,16.18080640395482,260125.37867169772
